EURO             ;€;;.;,;euro;cent;100;1;EUR
UK Pound         ;£;;.;,;Pound;Pence;100;1;GBP
Russian Ruble    ;;р;,;;руб;коп;100;1;RUB
Indian Rupee     ;;₹;,;;rupee;;100;1;INR
New Taiwan Dollar;NT$;;,;.;dollar;;100;1;TWD
Ukraine Hryvna   ;₴;;,;Грн.;коп.;100;1;UAH
